Month,Start Date,End Date,Duration,Time,Event,Location,,Event Type,Tier,Target Garage,Partner / Agreement,Recurring,Event Website,MG Landing Page,Marketing Start Date,Expected Attendance,SEM Needs,Contact,Partner Rates,Total Comp Validations,12 Hr Drive-Up,24 Hr Drive-Up,MG/Parking.Com Rate,Spothero Rate,Parkwhiz Rate,Notes
August,"Thu, Aug 29","Sun, Sep 1", 3 ,Various,Chicago Jazz Festival,Jay Pritzker Pavilion,DCASE,Performance,Tier 3,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/chicago_jazz_festival.html,,,,,,,,,,,,,
August,"Thu, Aug 29","Thu, Aug 29", 1 ,5 PM - 8 PM,Art Institute free days,Art Institute of Chicago,Art Institute of Chicago,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
August,"Sat, Aug 31","Sat, Aug 31", 1 ,7:30 PM,Chicago Fire FC vs. Inter Miami CF (Messi),Soldier Field,Soldier Field,Game,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-inter-miami-cf-1,,,,,,,,,,,,,
August,"Sat, Aug 31","Sat, Aug 31", 1 ,10:00 PM,Summer Fireworks,Navy Pier,City of Chicago,Performance,Tier 3,,,,https://navypier.org/summer-fireworks/,,,,,,,,,,,,,
August,"Sat, Aug 31","Sat, Aug 31", 1 ,8 AM - 11:45 AM,Millennium Park Summer Workouts,Millennium Park,DCASE,Community,Tier 3,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park4.html,,,,,,,,,,,,,
August,"Sat, Aug 31","Sat, Aug 31", 1 ,Various,DePaul: Move-In,DePaul,Colleges,Community,Tier 3,,,,,,,,,,,,,,,,,
September,"Sun, Sep 1","Sun, Sep 1", 1 ,7:00 AM,Bike The Drive,"Grant Park
Butler Field",Bike the Drive,Community,Tier 3,MLG,,Yes,https://bikethedrive.org/,https://www.millenniumgarages.com/bikethedrive/,,"18,000",,,,,,,,,,
September,"Sun, Sep 1","Sun, Sep 1", 1 ,6:30 PM,King Gizzard and the Lizard Wizard,Huntington Bank Pavilion | Northerly Island,Huntington Bank Pavilion,Performance,Tier 3,,No,,https://www.ticketsqueeze.com/tickets/5932048/buy-tickets,,,,,,,,,,,,,
September,"Mon, Sep 2","Mon, Sep 2", 1 ,7:30 PM,The Wallows,Huntington Bank Pavilion | Northerly Island,Huntington Bank Pavilion,Performance,Tier 3,,No,,https://www.pavilionnortherlyisland.com/events/wallows-02-september-2024/,,,,,,,,,,,,,
September,"Mon, Sep 2","Mon, Sep 2", 1 ,-,Labor Day (Federal),-,-,Holiday,Tier 4,,,,,,,,,,,,,,,,,
September,"Wed, Sep 4","Wed, Sep 4", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
September,"Wed, Sep 4","Wed, Sep 4", 1 ,4 PM - 10 PM,Adler free days,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
September,"Thu, Sep 5","Thu, Sep 5", 1 ,5 PM - 8 PM,Art Institute free days,Art Institute of Chicago,Art Institute of Chicago,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
September,"Thu, Sep 5","Thu, Sep 5", 1 ,7:30 PM,Wait Wait... Don't Tell Me,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/wait-wait-dont-tell-me/,,,,,,,,,,,,,
September,"Thu, Sep 5","Thu, Sep 5", 1 ,8:00 PM,Squeeze,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2024-squeeze/070060CC248C5092,,,,,,,,,,,,,
September,"Thu, Sep 5","Thu, Sep 5", 1 ,6:00 PM,Designight 2024,Harris Theater,Harris Theater,Community,Tier 3,,,,https://www.harristheaterchicago.org/performance/designight-2024,,,,,,,,,,,,,
September,"Thu, Sep 5","Thu, Sep 5", 1 ,4:00 PM,24/25 Season Kickoff featuring LayeRhythm,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/layerhythm,,,,,,,,,,,,,
September,"Fri, Sep 6","Sun, Sep 8", 2 ,Various,"Taste of Chicago
Cee Lo Green on Friday",Buckingham Fountain,DCASE,Festival,Tier 1,,,Yes,https://www.chicago.gov/city/en/depts/dca/supp_info/taste_of_chicago.html,,,"75,000",,,,,,,,,,
September,"Fri, Sep 6","Fri, Sep 6", 1 ,6:00 PM,Selena Tribute Show,Jay Pritzker Pavilion,National Mexican Art Musuem,Performance,Tier 3,,,,https://nationalmuseumofmexicanart.org/events/selena-tribute-concert,,,,,,,,,,,,,
September,"Sat, Sep 7","Sat, Sep 7", 1 ,7:00 AM,Run Mag Mile 5K & 10K,Grant Park,Ventures Endurance,Race,,GPS,,Yes,"https://runmagmile.com/#:~:text=Run%20Mag%20Mile%C2%AE%2C%20the,lakefront%20Chicago%20has%20to%20offer.",TBD,,"4,500",,,,,,,,,,
September,"Sat, Sep 7","Sat, Sep 7", 1 ,7:30 PM,"The Temptations, The Four Tops, and Friends!",Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/the-gentlemen-of-motown/,,,,,,,,,,,,,
September,"Sun, Sep 8","Sun, Sep 8", 1 ,8:00 AM,Gospel Run,Soldier Field,Soldier Field,Race,N/A,,,,http://gospelrun.com/index.php/chicago-gospel-run-5k/,,,,,,,,,,,,,
September,"Sun, Sep 8","Sun, Sep 8", 1 ,12:00 PM,Bears vs Tennessee Titans,Soldier Field,Soldier Field,Game,,,,,https://www.soldierfield.com/events/detail/chicago-bears-vs-tennessee-titans-1,,,,,,,,,,,,,
September,"Sun, Sep 8","Sun, Sep 8", 1 ,8:00 PM,RuPaul's Drag Race All Stars LIVE,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2024-rupauls-drag-race-all-stars-live/070060A7BE1421B8,,,,,,,,,,,,,
September,"Sun, Sep 8","Sun, Sep 8", 1 ,Various,National Louis University Move-Out,National Louis,Colleges,Community,Tier 3,,,,,,,,,,,,,,,,,
September,"Tue, Sep 10","Sat, Feb 1", 144 ,Various,Harry Potter and the Cursed Child,James M. Nederlander Theatre,Broadway in Chicago,Performance,Tier 3,,No,,https://www.broadwayinchicago.com/shows/harry-potter-and-the-cursed-child/,,,,,,,,,,,,,
September,"Tue, Sep 10","Sun, Sep 15", 5 ,Various,The Book of Mormon,Cadillac Palace Theatre,Broadway in Chicago,Performance,Tier 3,,,,https://www.broadwayinchicago.com/shows/the-book-of-mormon-24/,,,,,,,,,,,,,
September,"Tue, Sep 10","Tue, Sep 10", 1 ,7:00 PM,"Avril Lavigne, Simple Plan & Girlfriends",Huntington Bank Pavilion | Northerly Island,Huntington Bank Pavilion,Performance,Tier 3,,No,,https://www.ticketsqueeze.com/tickets/6226928/buy-tickets,,,,,,,,,,,,,
September,"Wed, Sep 11","Wed, Sep 11", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
September,"Wed, Sep 11","Wed, Sep 11", 1 ,4 PM - 10 PM,Adler free days,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
September,"Wed, Sep 11","Wed, Sep 11", 1 ,6:30 AM,Stone Temple Pilots,Huntington Bank Pavilion | Northerly Island,Huntington Bank Pavilion,Performance,Tier 3,,No,,https://www.pavilionnortherlyisland.com/events/stone-temple-pilots-live-11-september-2024/,,,,,,,,,,,,,
September,"Wed, Sep 11","Wed, Sep 11", 1 ,7 AM - 10 AM,Miles for Manufacturing 5K,"Grant DuSable Harbor
Event Space",-,Race,,,,,https://www.imts.com/show/M4M.cfm,,,,,,,,,,,,,
September,"Thu, Sep 12","Thu, Sep 12", 1 ,9 AM - 2 PM,Senior Fest,Millennium Park,-,Community,Tier 3,,,,https://www.cookcountyclerkofcourt.org/events/city-chicago-senior-fest-2024,,,,,,,,,,,,,
September,"Thu, Sep 12","Thu, Sep 12", 1 ,5 PM - 8 PM,Art Institute free days,Art Institute of Chicago,Art Institute of Chicago,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
September,"Thu, Sep 12","Thu, Sep 12", 1 ,7:00 PM,Hannah Gadsby,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2024-hannah-gadsby/070060B0D94138A8,,,,,,,,,,,,,
September,"Thu, Sep 12","Thu, Sep 12", 1 ,7:30 PM,Wait Wait... Don't Tell Me,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/wait-wait-dont-tell-me/,,,,,,,,,,,,,
September,"Fri, Sep 13","Fri, Sep 13", 1 ,4 PM - 10 PM,Grito & Fabor Fest,Grant Park,-,Performance,Tier 3,,,,https://www.chicago-events.us/events/grito-sabor-fest-chicago-2024-09-13-16-00,,,,,,,,,,,,,
September,"Fri, Sep 13","Fri, Sep 13", 1 ,7:30 PM,Bassem Youssef,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2024-bassem-youssef/070060A8873411F1,,,,,,,,,,,,,
September,"Sat, Sep 14","Sun, Sep 15", 1 ,Various,"El Grito Chicago 
Mexican Independence Day Festival","Grant Park
Butler Field",Chicago Special Events,Performance,Tier 3,,,,https://chicagoevents.com/event/grito-sabor-fest-chicago/,https://www.prod1.millenniumgarages.com/el-grito-chicago/,,"10,000 per day",,,,,,,,,,
September,"Sat, Sep 14","Sat, Sep 14", 1 ,10:30 AM,ALS Walk for Life,Soldier Field,Soldier Field,Community,Tier 3,,,,https://events.lesturnerals.org/site/TR?fr_id=1550&pg=entry,,,,,,,,,,,,,
September,"Sat, Sep 14","Sat, Sep 14", 1 ,7:30 PM,Chicago Fire FC vs. New York Red Bulls,Soldier Field,Soldier Field,Game,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-new-york-red-bulls-1,,,,,,,,,,,,,
September,"Sat, Sep 14","Sat, Sep 14", 1 ,8:00 PM,Steve Tevino,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2024-steve-trevino/070060A7D3A929B2,,,,,,,,,,,,,
September,"Sun, Sep 15","Sun, Sep 15", 1 ,8:30 AM,2024 Chicago Illinois Lupus Walk & Fun Run,"Grant Park
Arvey Field",-,Community,Tier 3,,,,https://www.lupusil.org/get-involved/fundraising-events/2022-illinois-lupus-walks/,,,,,,,,,,,,,
September,"Sun, Sep 15","Sun, Sep 15", 1 ,10 AM - 5 PM,American Writers Museum Free Day,American Writers Museum,-,Community,Tier 3,,,,https://americanwritersmuseum.org/program-calendar/free-museum-day-september-2024/,,,,,,,,,,,,,
September,"Sun, Sep 15","Sun, Sep 15", 1 ,Various,National Louis University Move-Out,National Louis,Colleges,Community,Tier 3,,,,,,,,,,,,,,,,,
September,"Sun, Sep 15","Sun, Sep 15", 1 ,2:00 PM,Justice Ketanji Brown Jackson: Lovely One,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/lovely-one,,,,,,,,,,,,,
September,"Tue, Sep 17","Tue, Sep 17", 1 ,5:45 PM,Falling In Reverse,Huntington Bank Pavilion | Northerly Island,Huntington Bank Pavilion,Performance,Tier 3,,,,https://www.ticketsqueeze.com/tickets/6426977/buy-tickets,,,,,,,,,,,,,
September,"Tue, Sep 17","Tue, Sep 17", 1 ,7:30 PM,Music of the Baroque: Haydn—The Creation,Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/haydn-creation,,,,,,,,,,,,,
September,"Wed, Sep 18","Wed, Sep 18", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
September,"Wed, Sep 18","Wed, Sep 18", 1 ,4 PM - 10 PM,Adler free days,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
September,"Wed, Sep 18","Wed, Sep 18", 1 ,8:00 PM,Keane,Chicago Theatre,-,Performance,Tier 3,,No,,https://www.msg.com/calendar/the-chicago-theatre-september-2024-keane/07005F25A6981682,,,,,,,,,,,,,
September,"Thu, Sep 19","Fri, Sep 20", 1 ,7:30 PM,Wait Wait... Don't Tell Me,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/wait-wait-dont-tell-me/,,,,,,,,,,,,,
September,"Thu, Sep 19","Fri, Sep 20", 1 ,Various,Andrés Orozco-Estrada & Hilary Hahn,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-classical/orozco-estrada-hilary-hahn/,,,,,,,,,,,,,
September,"Thu, Sep 19","Thu, Sep 19", 1 ,5 PM - 8 PM,Art Institute free days,Art Institute of Chicago,Art Institute of Chicago,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
September,"Thu, Sep 19","Thu, Sep 19", 1 ,7:30 PM,"Beyond the Aria: Mané Galoyan, Soloman Howard, Sophia Maekawa",Harris Theater,Harris Theater,Performance,Tier 3,,,,https://www.harristheaterchicago.org/performance/BTA1,,,,,,,,,,,,,
September,"Fri, Sep 20","Sun, Sep 29", 9 ,Various,World Music Festival (DCASE),Jay Pritzker Pavilion,DCASE,Festival,Tier 3,MPG+MLG,,Yes,https://www.chicago.gov/city/en/depts/dca/supp_info/world_music_festival.html,https://www.millenniumgarages.com/chicago-department-of-cultural-and-special-events/,,,,,,,,,,,,
September,"Fri, Sep 20","Sat, Sep 21", 1 ,7:30 PM,/ V. Anthology /,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/v-anthology/,,,,,,,,,,,,,
September,"Fri, Sep 20","Fri, Sep 20", 1 ,7:00 PM,Kurtis Conner,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2024-kurtis-conner/070060C6BEA92A50,,,,,,,,,,,,,
September,"Fri, Sep 20","Fri, Sep 20", 1 ,11 AM - 1 PM,Heart Walk,Soldier Field,Soldier Field,Community,Tier 3,,,,https://www2.heart.org/site/TR/HeartWalk/MWA-MidWestAffiliate?fr_id=10702&pg=entry,,,"5,000",,,,,,,,,,
September,"Fri, Sep 20","Fri, Sep 20", 1 ,6 PM - 9 PM,Vocalo's Summer Finale,Jay Pritzker Pavilion,DCASE,Performance,Tier 3,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park15.html,,,,,,,,,,,,,
September,"Fri, Sep 20","Fri, Sep 20", 1 ,7:00 PM,Kaytranada,Huntington Bank Pavilion | Northerly Island,Huntington Bank Pavilion,Performance,Tier 3,,,,https://www.ticketsqueeze.com/tickets/6569305/buy-tickets,,,,,,,,,,,,,
September,"Sat, Sep 21","Sun, Sep 22", 1 ,12:00 PM,Chicago Live!,Navy Pier,-,Performance,Tier 3,,,,https://navypier.org/chicago-live/,,,,,,,,,,,,,
September,"Sat, Sep 21","Sat, Sep 21", 1 ,6:30 PM,Lang Lang & The Firebird,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-featured-concerts/lang-lang-firebird/,,,,,,,,,,,,,
September,"Sat, Sep 21","Sat, Sep 21", 1 ,7:30 PM,Richard Dawkins,Chicago Theatre,-,Performance,Tier 3,,No,,https://www.msg.com/calendar/the-chicago-theatre-september-2024-richard-dawkins/0700608C935E15BD,,,,,,,,,,,,,
September,"Sat, Sep 21","Sat, Sep 21", 1 ,8:00 PM,Sigor Ros,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/sigur-ros-2024/,,,,,,,,,,,,,
September,"Sat, Sep 21","Sat, Sep 21", 1 ,10 AM to 1 PM,Walk to End Alzheimers,Soldier Field,Soldier Field,Race,N/A,,,,https://act.alz.org/site/TR?page=entry&fr_id=17585,,,"3,000",,,,,,,,,,
September,"Sat, Sep 21","Sat, Sep 21", 1 ,1:30 PM,Chicago Football Classic,Soldier Field,Soldier Field,Community,Tier 3,,,,https://www.soldierfield.com/events/detail/chicago-football-classic-1,,,,,,,,,,,,,
September,"Sat, Sep 21","Sat, Sep 21", 1 ,8 AM to 12 PM,BrainUp 7th Annual 5K Run/Walk,"Lake View Park
111 N Lake Shore Dr",Brain-Up,Race,,MLG,,Yes,https://brainup.ngo/,https://www.millenniumgarages.com/brainup5k22/,,"1,200",,,,,,,,,,
September,"Sat, Sep 21","Sat, Sep 21", 1 ,8:00 PM,Jeff Tweedy (Wilco),Navy Pier,-,Performance,Tier 3,,,,https://navypier.org/chicago-live/,,,,,,,,,,,,,
September,"Sun, Sep 22","Sun, Sep 22", 1 ,8:00 AM,Chicago 10k,Soldier Field,Soldier Field,Race,N/A,,,,https://chicago10k.com/,,,,,,,,,,,,,
September,"Sun, Sep 22","Sun, Sep 22", 1 ,5 PM - 9 PM,Old Town School of Folk Music: Global Carnival,Jay Pritzker Pavilion,DCASE,Performance,Tier 3,,,,https://www.chicago.gov/city/en/depts/dca/supp_info/millennium_park15.html,,,,,,,,,,,,,
September,"Mon, Sep 23","Mon, Sep 23", 1 ,12 PM to 10 PM,Chicago Gourmet: Grand Cru (Day/Night),Harris Theater Rooftop,Illinois Restaurant Association,Festival,Tier 3,,Yes,Yes,https://www.chicagogourmet.org/page/grandcru,,,"2,000",,,,,,,,,,
September,"Tue, Sep 24","Sun, Sep 29", 5 ,Various,Ain’t Too Proud – The Life and Times of The Temptations,CIBC Theatre,Broadway in Chicago,Performance,Tier 3,,No,,https://www.broadwayinchicago.com/shows/aint-too-proud/,,,,,,,,,,,,,
September,"Tue, Sep 24","Tue, Sep 24", 1 ,11:30 AM to 1 PM,Grubhub’s Food Feastival,Daley Plaza,-,Community,Tier 3,,,,https://about.grubhub.com/news/grubhubs-food-feastival-to-celebrate-hometown-restaurants-at-chicagos-daley-plaza/,,,,,,,,,,,,,
September,"Tue, Sep 24","Tue, Sep 24", 1 ,1 PM to 4 PM,Chicago Gourmet: Prost in the Park,Harris Theater Rooftop,Illinois Restaurant Association,Festival,Tier 3,,Yes,Yes,https://www.chicagogourmet.org/page/prost,,,"2,000",,,,,,,,,,
September,"Wed, Sep 25","Wed, Sep 25", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
September,"Wed, Sep 25","Wed, Sep 25", 1 ,4 PM - 10 PM,Adler free days,Adler Planetarium,-,Community,Tier 3,,,,https://www.adlerplanetarium.org/visit/tickets/special-offers/,,,,,,,,,,,,,
September,"Wed, Sep 25","Wed, Sep 25", 1 ,7:30 PM,Kygo & Zara Larsson,Huntington Bank Pavilion | Northerly Island,Huntington Bank Pavilion,Performance,Tier 3,,,,https://www.ticketsqueeze.com/tickets/6395674/buy-tickets,,,,,,,,,,,,,
September,"Thu, Sep 26","Sun, Sep 29", 3 ,Various,Chicago Gourmet,,Illinois Restaurant Association,Festival,Tier 3,,,Yes,https://www.chicagogourmet.org/,,,"5,000",,,,,,,,,,
September,"Thu, Sep 26","Sat, Sep 28", 2 ,Various,Tchaikovsky 4,Chicago Symphony Orchestra,Chicago Symphony Orchestra,Performance,Tier 3,,Yes,,https://cso.org/performances/24-25/cso-classical/tchaikovsky-4/,,,,,,,,,,,,,
September,"Thu, Sep 26","Thu, Sep 26", 1 ,7:00 PM,Kygo,Huntington Bank Pavilion | Northerly Island,Huntington Bank Pavilion,Performance,Tier 3,,,,https://www.ticketsqueeze.com/tickets/6536495/buy-tickets,,,,,,,,,,,,,
September,"Thu, Sep 26","Thu, Sep 26", 1 ,5 PM - 8 PM,Art Institute free days,Art Institute of Chicago,Art Institute of Chicago,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
September,"Thu, Sep 26","Thu, Sep 26", 1 ,7 PM to 10 PM,Chicago Gourmet: Tacos & Tequilas,Harris Theater Rooftop,Illinois Restaurant Association,Festival,Tier 3,,Yes,Yes,,https://www.chicagogourmet.org/page/TacosTequila,,"1,500",,,,,,,,,,
September,"Fri, Sep 27","Fri, Sep 27", 1 ,7:30 PM,Dane Cook,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2024-dane-cook/07006098B9E52856,,,,,,,,,,,,,
September,"Fri, Sep 27","Fri, Sep 27", 1 ,8:00 PM,Porter Robinson,Huntington Bank Pavilion | Northerly Island,Huntington Bank Pavilion,Performance,Tier 3,,,,https://www.ticketsqueeze.com/tickets/6406742/buy-tickets,,,,,,,,,,,,,
September,"Fri, Sep 27","Fri, Sep 27", 1 ,6 PM to 10 PM,Chicago Gourmet: Hamburger Hop,Harris Theater Rooftop,Illinois Restaurant Association,Festival,Tier 3,,Yes,Yes,,https://www.chicagogourmet.org/page/hamburgerhop,,"1,500",,,,,,,,,,
September,"Sat, Sep 28","Sat, Sep 28", 1 ,7:00 AM,Susan G Komen | Race for the Cure,Soldier Field,Soldier Field,Community,Tier 3,,,,https://secure.info-komen.org/site/TR?fr_id=10486&pg=entry&_gl=1*1omzpvg*_gcl_au*MTIzMjA1NTg2My4xNzE4OTg0MjQ2*_ga*NjM5NDIwMTA2LjE3MTg5ODQyNDY.*_ga_HGS8BJYTKQ*MTcxODk4NDI0Ni4xLjEuMTcxODk4NDI1NC41Mi4wLjUyNDA0MDQ2Ng..*_fplc*bkp3T0tQYTVoT2ZUZ1g5YU9iTHJHN0U0YnpkRloyJTJGN1dPdWw4ZFg3OU1XRUVoOU5kRHJ0WmplcXNLSG1OUDRTWmRxcG1FZlpYSjdiRWtmbFFOTGluY1liNklkakxCbWExQ0wlMkYwJTJGamhMMTYlMkIyVFN2ak90U2xLUmc3JTJGU1lndyUzRCUzRA..&_ga=2.226390874.1718264513.1718984246-639420106.1718984246,,,"3,000",,,,,,,,,,
September,"Sat, Sep 28","Sat, Sep 28", 1 ,8:00 AM,AIDS Run and Walk Chicago,Soldier Field,Soldier Field,Race,N/A,,,,https://www.aidschicago.org/aids-run-walk/,,,,,,,,,,,,,
September,"Sat, Sep 28","Sat, Sep 28", 1 ,9:30 AM,Race to Cure Sarcoma,Soldier Field,Soldier Field,Race,N/A,,,,https://www.curesarcoma.org/rtcs-chicago-splash-page/,,,,,,,,,,,,,
September,"Sat, Sep 28","Sat, Sep 28", 1 ,"1 PM, 7 PM",Spider-Man: Across the Spider-Verse in Concert,Cadillac Palace Theatre,Broadway in Chicago,Performance,Tier 3,,,,https://www.broadwayinchicago.com/shows/spider-man-across-the-spider-verse-in-concert/,,,,,,,,,,,,,
September,"Sat, Sep 28","Sat, Sep 28", 1 ,7:00 PM,Atsuko Okatsuka,Chicago Theatre,-,Performance,Tier 3,,,,https://www.msg.com/calendar/the-chicago-theatre-september-2024-atsuko-okatsuka/070060D28AAE1387,,,,,,,,,,,,,
September,"Sat, Sep 28","Sat, Sep 28", 1 ,7:30 PM,Chicago Fire FC vs. Toronto FC,Soldier Field,Soldier Field,Game,,,,,https://www.soldierfield.com/events/detail/chicago-fire-fc-vs-toronto-fc-2,,,,,,,,,,,,,
September,"Sat, Sep 28","Sat, Sep 28", 1 ,8:00 PM,Kings of Leon,Huntington Bank Pavilion | Northerly Island,Huntington Bank Pavilion,Performance,Tier 3,,No,,https://www.pavilionnortherlyisland.com/events/kings-of-leon-phantogram-28-september-2024/,,,,,,,,,,,,,
September,"Sun, Sep 29","Sun, Sep 29", 1 ,7:00 AM,"HOKA Chicago Half Marathon & 5k
(Millennium Park Shuttle)",Jackson Park,"Life Time, Inc",Race,,,Yes,Yes,https://www.chicagohalfmarathon.com/,,,,,,,,,,,,,
September,"Sun, Sep 29","Sun, Sep 29", 1 ,12:00 PM,Bears vs Los Angeles Rams,Soldier Field,Soldier Field,Game,,,,,https://www.soldierfield.com/events/detail/chicago-bears-vs-los-angeles-rams,,,,,,,,,,,,,
October,"Mon, Sep 30","Fri, Oct 4", 4 ,Various,Roosevelt Homecoming Week,Roosevelt,Colleges,Community,Tier 3,,,Yes,,,,,,,,,,,,,,
September,"Mon, Sep 30","Mon, Sep 30", 1 ,8:00 PM,Luis Fonsi – 25 AÑOS TOUR,Auditorium Theatre,Auditorium Theatre,Performance,Tier 3,,,,https://auditoriumtheatre.org/events-details/luis-fonsi/,,,,,,,,,,,,,
October,"Tue, Oct 1","Tue, Oct 1", 1 ,7:30 PM,Leonora,Studebaker Theater,Fine Arts Building,Performance,Tier 3,,,,https://www.fineartsbuilding.com/events/leonora/,,,,,,,,,,,,,
October,"Wed, Oct 2","Wed, Oct 2", 1 ,9 AM - 5 PM,Field Museum free days,Field Museum,-,Community,Tier 3,,,,https://www.nbcchicago.com/news/local/chicago-free-museum-days-for-summer-2024-shedd-aquarium-chicago-botanic-garden-and-more/3449211/,,,,,,,,,,,,,
